additional_loans,installment_rate,account_status,applicant_age,housing_status,dependents,residence_years,is_foreign,property_value,repayment_history,guarantor,loan_amount,marital_gender,savings_category,num_existing_loans,employment_term,has_phone,loan_purpose,occupation,loan_duration,target
b'none',4.0,b'no checking',41.0,b'rent',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',3868.0,b'female div/dep/mar',b'<100',2.0,b'>=7',b'yes',b'used car',b'high qualif/self emp/mgmt',24.0,b'good'
b'none',3.0,b'no checking',24.0,b'rent',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',1768.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'unskilled resident',12.0,b'good'
b'none',4.0,b'>=200',63.0,b'for free',1.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',781.0,b'male single',b'<100',2.0,b'>=7',b'yes',b'new car',b'skilled',10.0,b'good'
b'none',4.0,b'0<=X<200',27.0,b'rent',1.0,3.0,b'yes',b'real estate',b'existing paid',b'none',1924.0,b'female div/dep/mar',b'no known savings',1.0,b'<1',b'none',b'furniture/equipment',b'skilled',18.0,b'bad'
b'none',4.0,b'<0',30.0,b'own',1.0,2.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',2121.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'new car',b'skilled',12.0,b'good'
b'none',4.0,b'<0',40.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',701.0,b'male mar/wid',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'unskilled resident',12.0,b'good'
b'none',4.0,b'0<=X<200',30.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',639.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'repairs',b'skilled',12.0,b'bad'
b'none',4.0,b'0<=X<200',34.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',1860.0,b'male single',b'<100',2.0,b'unemployed',b'yes',b'used car',b'high qualif/self emp/mgmt',12.0,b'good'
b'none',3.0,b'<0',29.0,b'own',1.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'co applicant',3499.0,b'female div/dep/mar',b'<100',2.0,b'1<=X<4',b'none',b'new car',b'skilled',12.0,b'bad'
b'none',1.0,b'0<=X<200',24.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',8487.0,b'female div/dep/mar',b'no known savings',1.0,b'4<=X<7',b'none',b'new car',b'skilled',48.0,b'good'
b'stores',4.0,b'<0',29.0,b'own',1.0,3.0,b'yes',b'life insurance',b'delayed previously',b'none',6887.0,b'male single',b'<100',1.0,b'1<=X<4',b'yes',b'education',b'skilled',36.0,b'bad'
b'bank',2.0,b'no checking',27.0,b'own',1.0,3.0,b'yes',b'life insurance',b'existing paid',b'none',2708.0,b'male single',b'<100',2.0,b'<1',b'none',b'furniture/equipment',b'unskilled resident',15.0,b'good'
b'bank',4.0,b'no checking',47.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',1984.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',18.0,b'good'
b'none',2.0,b'no checking',21.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',10144.0,b'female div/dep/mar',b'100<=X<500',1.0,b'4<=X<7',b'yes',b'radio/tv',b'skilled',60.0,b'good'
b'none',4.0,b'no checking',38.0,b'own',1.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1240.0,b'female div/dep/mar',b'no known savings',2.0,b'>=7',b'yes',b'radio/tv',b'skilled',12.0,b'good'
b'none',2.0,b'no checking',27.0,b'own',1.0,2.0,b'yes',b'car',b'delayed previously',b'none',8613.0,b'male single',b'>=1000',2.0,b'1<=X<4',b'none',b'used car',b'skilled',27.0,b'good'
b'none',4.0,b'0<=X<200',66.0,b'own',1.0,3.0,b'yes',b'real estate',b'existing paid',b'none',766.0,b'male single',b'500<=X<1000',1.0,b'1<=X<4',b'none',b'radio/tv',b'unskilled resident',12.0,b'bad'
b'bank',4.0,b'0<=X<200',35.0,b'own',1.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'guarantor',2728.0,b'male single',b'no known savings',3.0,b'4<=X<7',b'yes',b'radio/tv',b'skilled',15.0,b'good'
b'none',2.0,b'>=200',44.0,b'rent',1.0,2.0,b'yes',b'car',b'existing paid',b'none',1881.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'yes',b'radio/tv',b'unskilled resident',12.0,b'good'
b'none',2.0,b'>=200',27.0,b'own',1.0,2.0,b'no',b'real estate',b'existing paid',b'none',709.0,b'male mar/wid',b'>=1000',1.0,b'<1',b'none',b'new car',b'unemp/unskilled non res',6.0,b'good'
b'none',4.0,b'0<=X<200',30.0,b'own',1.0,1.0,b'yes',b'no known property',b'existing paid',b'none',4795.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'yes',b'radio/tv',b'high qualif/self emp/mgmt',36.0,b'good'
b'none',3.0,b'<0',27.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',3416.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'high qualif/self emp/mgmt',27.0,b'good'
b'none',2.0,b'<0',22.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',2462.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',18.0,b'bad'
b'none',4.0,b'no checking',23.0,b'own',1.0,4.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',2288.0,b'female div/dep/mar',b'<100',1.0,b'<1',b'yes',b'furniture/equipment',b'skilled',21.0,b'good'
b'none',4.0,b'0<=X<200',30.0,b'own',1.0,2.0,b'yes',b'car',b'all paid',b'none',3566.0,b'male single',b'100<=X<500',1.0,b'4<=X<7',b'none',b'business',b'skilled',48.0,b'good'
b'none',1.0,b'<0',39.0,b'own',1.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',860.0,b'female div/dep/mar',b'<100',2.0,b'>=7',b'yes',b'new car',b'skilled',6.0,b'good'
b'none',4.0,b'no checking',51.0,b'own',1.0,3.0,b'yes',b'car',b'critical/other existing credit',b'none',682.0,b'female div/dep/mar',b'100<=X<500',2.0,b'4<=X<7',b'yes',b'new car',b'skilled',12.0,b'good'
b'none',3.0,b'<0',28.0,b'own',1.0,2.0,b'yes',b'life insurance',b'critical/other existing credit',b'guarantor',5371.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',36.0,b'good'
b'none',4.0,b'no checking',46.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',1582.0,b'male single',b'>=1000',2.0,b'>=7',b'none',b'radio/tv',b'skilled',18.0,b'good'
b'bank',2.0,b'no checking',42.0,b'for free',2.0,4.0,b'yes',b'no known property',b'existing paid',b'none',1346.0,b'male single',b'100<=X<500',1.0,b'>=7',b'yes',b'radio/tv',b'skilled',6.0,b'good'
b'none',1.0,b'no checking',38.0,b'own',1.0,4.0,b'no',b'life insurance',b'existing paid',b'none',1924.0,b'male single',b'<100',1.0,b'1<=X<4',b'yes',b'radio/tv',b'skilled',10.0,b'good'
b'none',4.0,b'>=200',24.0,b'own',1.0,1.0,b'yes',b'car',b'existing paid',b'none',5848.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',36.0,b'good'
b'none',2.0,b'0<=X<200',29.0,b'rent',1.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',7758.0,b'female div/dep/mar',b'>=1000',1.0,b'>=7',b'none',b'used car',b'skilled',24.0,b'good'
b'none',4.0,b'0<=X<200',36.0,b'rent',1.0,4.0,b'yes',b'car',b'delayed previously',b'none',6967.0,b'male single',b'100<=X<500',1.0,b'4<=X<7',b'yes',b'business',b'high qualif/self emp/mgmt',24.0,b'good'
b'none',2.0,b'<0',20.0,b'rent',1.0,4.0,b'yes',b'car',b'existing paid',b'none',1282.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',12.0,b'bad'
b'none',3.0,b'<0',48.0,b'own',2.0,4.0,b'no',b'real estate',b'critical/other existing credit',b'guarantor',1288.0,b'male single',b'100<=X<500',2.0,b'>=7',b'none',b'repairs',b'skilled',9.0,b'good'
b'bank',4.0,b'<0',45.0,b'own',1.0,1.0,b'yes',b'car',b'all paid',b'none',339.0,b'male mar/wid',b'<100',1.0,b'>=7',b'none',b'retraining',b'unskilled resident',12.0,b'good'
b'bank',2.0,b'0<=X<200',38.0,b'own',1.0,3.0,b'yes',b'car',b'existing paid',b'none',3512.0,b'male single',b'100<=X<500',2.0,b'4<=X<7',b'yes',b'new car',b'skilled',24.0,b'good'
b'none',1.0,b'no checking',34.0,b'own',2.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1898.0,b'male single',b'no known savings',2.0,b'1<=X<4',b'none',b'radio/tv',b'unskilled resident',6.0,b'good'
b'none',3.0,b'no checking',36.0,b'own',2.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',2872.0,b'male single',b'100<=X<500',1.0,b'>=7',b'yes',b'radio/tv',b'skilled',24.0,b'good'
b'none',4.0,b'no checking',30.0,b'own',1.0,1.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',1055.0,b'female div/dep/mar',b'<100',2.0,b'<1',b'none',b'new car',b'skilled',18.0,b'good'
b'none',4.0,b'no checking',36.0,b'own',1.0,3.0,b'yes',b'life insurance',b'existing paid',b'none',1262.0,b'male single',b'500<=X<1000',2.0,b'4<=X<7',b'yes',b'domestic appliance',b'skilled',15.0,b'good'
b'bank',2.0,b'0<=X<200',70.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',7308.0,b'male single',b'<100',1.0,b'unemployed',b'yes',b'new car',b'high qualif/self emp/mgmt',10.0,b'good'
b'none',4.0,b'no checking',36.0,b'own',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',909.0,b'male single',b'500<=X<1000',1.0,b'>=7',b'none',b'new car',b'skilled',36.0,b'good'
b'none',1.0,b'no checking',32.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',2978.0,b'male single',b'500<=X<1000',1.0,b'1<=X<4',b'yes',b'furniture/equipment',b'skilled',6.0,b'good'
b'none',4.0,b'<0',33.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',1131.0,b'female div/dep/mar',b'<100',1.0,b'unemployed',b'none',b'furniture/equipment',b'skilled',18.0,b'bad'
b'none',4.0,b'0<=X<200',20.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'none',1577.0,b'female div/dep/mar',b'>=1000',1.0,b'<1',b'none',b'furniture/equipment',b'skilled',11.0,b'good'
b'none',2.0,b'no checking',25.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',3972.0,b'female div/dep/mar',b'<100',1.0,b'4<=X<7',b'yes',b'furniture/equipment',b'skilled',24.0,b'good'
b'none',4.0,b'0<=X<200',31.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1935.0,b'male div/sep',b'<100',2.0,b'>=7',b'yes',b'business',b'skilled',24.0,b'bad'
b'none',4.0,b'<0',33.0,b'rent',2.0,3.0,b'yes',b'car',b'no credits/all paid',b'none',950.0,b'male single',b'<100',2.0,b'>=7',b'none',b'new car',b'skilled',15.0,b'bad'
b'none',4.0,b'no checking',26.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'none',763.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'yes',b'furniture/equipment',b'skilled',12.0,b'good'
b'none',3.0,b'0<=X<200',34.0,b'own',1.0,2.0,b'yes',b'life insurance',b'delayed previously',b'none',2064.0,b'female div/dep/mar',b'<100',1.0,b'unemployed',b'yes',b'furniture/equipment',b'high qualif/self emp/mgmt',24.0,b'bad'
b'none',4.0,b'0<=X<200',33.0,b'own',1.0,2.0,b'no',b'real estate',b'existing paid',b'guarantor',1414.0,b'male single',b'<100',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',8.0,b'good'
b'none',2.0,b'<0',26.0,b'own',1.0,1.0,b'yes',b'life insurance',b'delayed previously',b'none',3414.0,b'male single',b'<100',2.0,b'<1',b'none',b'education',b'skilled',21.0,b'bad'
b'bank',4.0,b'no checking',53.0,b'own',1.0,1.0,b'yes',b'real estate',b'all paid',b'none',7485.0,b'female div/dep/mar',b'no known savings',1.0,b'unemployed',b'yes',b'used car',b'high qualif/self emp/mgmt',30.0,b'bad'
b'none',2.0,b'<0',42.0,b'own',1.0,1.0,b'yes',b'car',b'existing paid',b'none',2577.0,b'male div/sep',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'skilled',12.0,b'good'
b'none',4.0,b'<0',52.0,b'own',1.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',338.0,b'male single',b'500<=X<1000',2.0,b'>=7',b'none',b'radio/tv',b'skilled',6.0,b'good'
b'none',4.0,b'no checking',31.0,b'rent',2.0,2.0,b'yes',b'car',b'existing paid',b'none',1963.0,b'male single',b'<100',2.0,b'4<=X<7',b'yes',b'radio/tv',b'high qualif/self emp/mgmt',12.0,b'good'
b'none',4.0,b'<0',65.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',571.0,b'male single',b'<100',2.0,b'>=7',b'none',b'new car',b'skilled',21.0,b'good'
b'none',1.0,b'no checking',28.0,b'own',1.0,1.0,b'yes',b'car',b'delayed previously',b'none',9572.0,b'male div/sep',b'<100',2.0,b'<1',b'none',b'business',b'skilled',36.0,b'bad'
b'stores',2.0,b'0<=X<200',30.0,b'own',1.0,2.0,b'yes',b'real estate',b'delayed previously',b'none',4455.0,b'male div/sep',b'<100',2.0,b'1<=X<4',b'yes',b'business',b'high qualif/self emp/mgmt',36.0,b'bad'
b'none',4.0,b'<0',40.0,b'own',2.0,2.0,b'yes',b'life insurance',b'all paid',b'none',1647.0,b'male single',b'no known savings',2.0,b'1<=X<4',b'none',b'new car',b'unskilled resident',21.0,b'bad'
b'none',4.0,b'no checking',50.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',3777.0,b'male single',b'>=1000',1.0,b'1<=X<4',b'yes',b'furniture/equipment',b'skilled',24.0,b'good'
b'bank',4.0,b'0<=X<200',36.0,b'own',2.0,4.0,b'yes',b'car',b'critical/other existing credit',b'none',884.0,b'male single',b'<100',1.0,b'>=7',b'yes',b'new car',b'skilled',18.0,b'bad'
b'none',4.0,b'no checking',31.0,b'own',1.0,2.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',1360.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',15.0,b'good'
b'bank',2.0,b'0<=X<200',74.0,b'for free',2.0,4.0,b'yes',b'no known property',b'all paid',b'none',5129.0,b'female div/dep/mar',b'<100',1.0,b'>=7',b'yes',b'used car',b'high qualif/self emp/mgmt',9.0,b'bad'
b'none',2.0,b'0<=X<200',68.0,b'for free',1.0,3.0,b'yes',b'car',b'critical/other existing credit',b'none',1175.0,b'male single',b'<100',3.0,b'unemployed',b'yes',b'new car',b'unemp/unskilled non res',16.0,b'good'
b'none',4.0,b'<0',20.0,b'own',1.0,1.0,b'yes',b'life insurance',b'existing paid',b'none',674.0,b'male mar/wid',b'100<=X<500',1.0,b'4<=X<7',b'none',b'radio/tv',b'skilled',12.0,b'bad'
b'bank',1.0,b'0<=X<200',33.0,b'own',1.0,4.0,b'yes',b'car',b'no credits/all paid',b'none',3244.0,b'female div/dep/mar',b'<100',2.0,b'1<=X<4',b'yes',b'furniture/equipment',b'skilled',18.0,b'good'
b'none',2.0,b'no checking',54.0,b'own',1.0,3.0,b'yes',b'life insurance',b'existing paid',b'none',4591.0,b'male single',b'>=1000',3.0,b'1<=X<4',b'yes',b'business',b'high qualif/self emp/mgmt',24.0,b'bad'
b'none',4.0,b'0<=X<200',34.0,b'for free',2.0,4.0,b'yes',b'no known property',b'no credits/all paid',b'none',3844.0,b'male single',b'100<=X<500',1.0,b'4<=X<7',b'none',b'business',b'unskilled resident',48.0,b'bad'
b'none',4.0,b'0<=X<200',36.0,b'own',2.0,2.0,b'yes',b'car',b'existing paid',b'none',3915.0,b'male single',b'<100',1.0,b'1<=X<4',b'yes',b'business',b'skilled',27.0,b'bad'
b'none',2.0,b'no checking',29.0,b'rent',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',2108.0,b'male mar/wid',b'<100',1.0,b'4<=X<7',b'none',b'radio/tv',b'skilled',6.0,b'good'
b'none',4.0,b'0<=X<200',21.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'guarantor',3031.0,b'male single',b'100<=X<500',1.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',45.0,b'bad'
b'none',2.0,b'0<=X<200',34.0,b'own',1.0,3.0,b'yes',b'car',b'critical/other existing credit',b'none',1501.0,b'female div/dep/mar',b'<100',2.0,b'>=7',b'yes',b'education',b'high qualif/self emp/mgmt',9.0,b'bad'
b'none',1.0,b'no checking',28.0,b'own',1.0,1.0,b'yes',b'car',b'critical/other existing credit',b'none',1382.0,b'female div/dep/mar',b'<100',2.0,b'1<=X<4',b'yes',b'radio/tv',b'skilled',6.0,b'good'
b'bank',4.0,b'0<=X<200',27.0,b'rent',1.0,4.0,b'yes',b'car',b'existing paid',b'none',951.0,b'female div/dep/mar',b'100<=X<500',4.0,b'<1',b'none',b'furniture/equipment',b'skilled',12.0,b'bad'
b'bank',4.0,b'0<=X<200',36.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',2760.0,b'male single',b'no known savings',1.0,b'>=7',b'yes',b'used car',b'skilled',24.0,b'good'
b'none',4.0,b'0<=X<200',40.0,b'own',1.0,3.0,b'yes',b'no known property',b'delayed previously',b'none',4297.0,b'male div/sep',b'<100',1.0,b'>=7',b'yes',b'furniture/equipment',b'high qualif/self emp/mgmt',18.0,b'bad'
b'none',4.0,b'no checking',52.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',936.0,b'male single',b'500<=X<1000',2.0,b'>=7',b'yes',b'education',b'skilled',9.0,b'good'
b'none',4.0,b'<0',27.0,b'own',1.0,3.0,b'yes',b'real estate',b'existing paid',b'none',1168.0,b'male mar/wid',b'<100',1.0,b'1<=X<4',b'none',b'new car',b'unskilled resident',12.0,b'good'
b'none',3.0,b'no checking',26.0,b'own',1.0,4.0,b'yes',b'car',b'delayed previously',b'none',5117.0,b'male single',b'<100',2.0,b'4<=X<7',b'none',b'business',b'skilled',27.0,b'good'
b'none',4.0,b'<0',21.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',902.0,b'male mar/wid',b'<100',1.0,b'4<=X<7',b'none',b'retraining',b'skilled',12.0,b'bad'
b'none',4.0,b'no checking',38.0,b'own',2.0,1.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1495.0,b'male single',b'<100',2.0,b'>=7',b'none',b'new car',b'unskilled resident',12.0,b'good'
b'none',3.0,b'<0',38.0,b'for free',2.0,4.0,b'yes',b'no known property',b'critical/other existing credit',b'none',10623.0,b'male single',b'<100',3.0,b'>=7',b'yes',b'used car',b'high qualif/self emp/mgmt',30.0,b'good'
b'none',4.0,b'no checking',43.0,b'own',1.0,4.0,b'yes',b'real estate',b'critical/other existing credit',b'none',1935.0,b'male single',b'<100',3.0,b'>=7',b'yes',b'furniture/equipment',b'skilled',12.0,b'good'
b'none',4.0,b'0<=X<200',26.0,b'own',1.0,3.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',1424.0,b'male single',b'<100',1.0,b'4<=X<7',b'none',b'domestic appliance',b'skilled',12.0,b'good'
b'stores',2.0,b'<0',21.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',6568.0,b'male mar/wid',b'<100',1.0,b'1<=X<4',b'none',b'business',b'unskilled resident',24.0,b'good'
b'none',3.0,b'no checking',55.0,b'own',1.0,2.0,b'no',b'life insurance',b'existing paid',b'none',1413.0,b'male single',b'>=1000',1.0,b'4<=X<7',b'none',b'used car',b'skilled',12.0,b'good'
b'none',1.0,b'no checking',33.0,b'own',2.0,2.0,b'yes',b'real estate',b'critical/other existing credit',b'none',3074.0,b'male single',b'no known savings',2.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',9.0,b'good'
b'none',2.0,b'no checking',45.0,b'own',1.0,4.0,b'yes',b'real estate',b'existing paid',b'none',3835.0,b'female div/dep/mar',b'no known savings',1.0,b'>=7',b'yes',b'radio/tv',b'unskilled resident',36.0,b'good'
b'stores',2.0,b'<0',50.0,b'own',1.0,4.0,b'yes',b'life insurance',b'no credits/all paid',b'none',5293.0,b'male single',b'<100',2.0,b'unemployed',b'yes',b'business',b'skilled',27.0,b'bad'
b'none',4.0,b'>=200',66.0,b'own',1.0,4.0,b'yes',b'real estate',b'delayed previously',b'none',1908.0,b'male single',b'<100',1.0,b'>=7',b'yes',b'business',b'high qualif/self emp/mgmt',30.0,b'bad'
b'none',4.0,b'no checking',51.0,b'own',1.0,2.0,b'yes',b'car',b'critical/other existing credit',b'none',3342.0,b'male single',b'no known savings',1.0,b'>=7',b'yes',b'radio/tv',b'skilled',36.0,b'good'
b'none',1.0,b'0<=X<200',39.0,b'own',1.0,3.0,b'yes',b'life insurance',b'critical/other existing credit',b'none',932.0,b'female div/dep/mar',b'no known savings',2.0,b'4<=X<7',b'none',b'retraining',b'unskilled resident',6.0,b'good'
b'bank',3.0,b'<0',31.0,b'own',1.0,1.0,b'yes',b'life insurance',b'no credits/all paid',b'none',3104.0,b'male single',b'<100',1.0,b'4<=X<7',b'yes',b'business',b'skilled',18.0,b'good'
b'none',2.0,b'>=200',23.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',3913.0,b'male single',b'<100',1.0,b'1<=X<4',b'yes',b'radio/tv',b'skilled',36.0,b'good'
b'none',2.0,b'<0',24.0,b'rent',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',3021.0,b'male div/sep',b'<100',1.0,b'1<=X<4',b'none',b'furniture/equipment',b'unskilled resident',24.0,b'good'
b'none',2.0,b'no checking',64.0,b'own',1.0,4.0,b'yes',b'car',b'existing paid',b'none',1364.0,b'female div/dep/mar',b'<100',1.0,b'1<=X<4',b'yes',b'new car',b'skilled',10.0,b'good'
b'bank',4.0,b'0<=X<200',26.0,b'own',1.0,1.0,b'yes',b'real estate',b'existing paid',b'guarantor',625.0,b'male mar/wid',b'<100',1.0,b'<1',b'none',b'radio/tv',b'unskilled resident',12.0,b'good'
b'bank',4.0,b'<0',23.0,b'rent',1.0,4.0,b'yes',b'life insurance',b'existing paid',b'none',1200.0,b'female div/dep/mar',b'no known savings',1.0,b'1<=X<4',b'yes',b'education',b'skilled',12.0,b'good'
b'bank',4.0,b'no checking',30.0,b'own',1.0,2.0,b'yes',b'real estate',b'existing paid',b'none',707.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'radio/tv',b'skilled',12.0,b'good'
b'none',4.0,b'no checking',32.0,b'own',2.0,4.0,b'yes',b'real estate',b'delayed previously',b'none',2978.0,b'male single',b'no known savings',2.0,b'1<=X<4',b'yes',b'business',b'skilled',24.0,b'good'
b'none',3.0,b'no checking',30.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',4657.0,b'male single',b'<100',1.0,b'1<=X<4',b'yes',b'used car',b'skilled',15.0,b'good'
b'none',4.0,b'no checking',27.0,b'own',1.0,2.0,b'yes',b'car',b'no credits/all paid',b'none',2613.0,b'male single',b'<100',2.0,b'1<=X<4',b'none',b'repairs',b'skilled',36.0,b'good'
b'bank',1.0,b'0<=X<200',27.0,b'own',1.0,2.0,b'yes',b'no known property',b'existing paid',b'co applicant',10961.0,b'male single',b'>=1000',2.0,b'4<=X<7',b'yes',b'radio/tv',b'skilled',48.0,b'bad'
b'none',4.0,b'<0',53.0,b'for free',1.0,4.0,b'yes',b'no known property',b'existing paid',b'none',7865.0,b'male single',b'<100',1.0,b'>=7',b'yes',b'furniture/equipment',b'high qualif/self emp/mgmt',12.0,b'bad'
b'none',4.0,b'no checking',22.0,b'own',1.0,2.0,b'yes',b'car',b'existing paid',b'none',1478.0,b'male single',b'<100',1.0,b'4<=X<7',b'none',b'radio/tv',b'skilled',9.0,b'bad'
b'bank',4.0,b'<0',22.0,b'for free',1.0,1.0,b'yes',b'no known property',b'existing paid',b'none',3149.0,b'male single',b'<100',1.0,b'<1',b'none',b'furniture/equipment',b'skilled',24.0,b'good'
